UMAP1	UMAP2	cCRE_type	chrom	start	end	rDHS	length
12.52554	7.384022	dELS	chr5	180006779	180007102	EH38E3683786	323
10.8988495	7.1041164	dELS	chr5	180007628	180007968	EH38E2437280	340
8.337728	0.22368108	PLS	chr5	180071614	180071958	EH38E3683826	344
7.401983	0.596577	PLS	chr5	180071966	180072315	EH38E3683827	349
7.143766	4.0840416	dELS	chr5	180093640	180093989	EH38E3683852	349
6.9659967	3.0700233	dELS	chr5	180094002	180094352	EH38E4391575	350
7.8307285	0.7031154	PLS	chr5	180209045	180209371	EH38E3683959	326
7.8692393	2.071719	PLS	chr5	180291772	180291955	EH38E3683994	183
4.5359797	-1.1969434	PLS	chr5	180291957	180292285	EH38E3683995	328
4.548934	-1.1796868	PLS	chr5	180291957	180292285	EH38E3683995	328
-0.8778964	5.5687733	PLS	chr5	180293035	180293375	EH38E3683998	340
7.8288245	0.91067183	PLS	chr5	180353310	180353641	EH38E4391647	331
3.7100782	-0.8135483	PLS	chr5	180494153	180494503	EH38E3684123	350
1.9723076	2.1934025	PLS	chr5	180494511	180494712	EH38E3684124	201
-1.9767653	7.2922635	dELS	chr5	180553512	180553861	EH38E2437628	349
-0.57938814	6.914995	dELS	chr5	180554993	180555210	EH38E3684153	217
-0.4936845	6.858676	dELS	chr5	180555296	180555639	EH38E2437631	343
-0.55658543	6.370702	dELS	chr5	180555730	180555949	EH38E2437632	219
-2.0698755	7.413617	dELS	chr5	180558260	180558476	EH38E2437635	216
1.8341988	5.45832	dELS	chr5	180594344	180594691	EH38E3684175	347
8.435231	5.1130314	dELS	chr5	180781869	180782216	EH38E2437742	347
8.166134	5.3731437	dELS	chr5	180782817	180783018	EH38E2437743	201
9.545924	5.348542	PLS	chr5	180802697	180803045	EH38E3684351	348
8.288631	6.398931	PLS	chr5	180803771	180804121	EH38E3684354	350
8.2995615	2.3434765	PLS	chr5	180809817	180810046	EH38E4391767	229
5.2020845	-0.8184358	PLS	chr5	180810114	180810375	EH38E4391768	261
2.6740255	2.3651552	PLS	chr5	180810377	180810599	EH38E4391769	222
8.974078	4.7904587	PLS	chr5	180830558	180830710	EH38E3684390	152
8.172641	4.0858636	PLS	chr5	180830781	180831123	EH38E3684391	342
4.6757526	4.0190177	PLS	chr5	180831438	180831766	EH38E3684393	328
4.6794176	4.014687	PLS	chr5	180831438	180831766	EH38E3684393	328
6.086241	-0.5070544	PLS	chr5	180861223	180861568	EH38E2437834	345
7.557551	4.3252544	dELS	chr5	180873045	180873209	EH38E3684414	164
5.9452705	2.2743766	dELS	chr5	180873607	180873890	EH38E3684415	283
4.629596	2.3473806	dELS	chr5	180873917	180874265	EH38E3684416	348
9.150787	2.639206	dELS	chr5	181027815	181027977	EH38E3684451	162
7.6687984	-0.42617795	dELS	chr5	181028049	181028395	EH38E3684452	346
4.1675725	3.555449	dELS	chr5	181028694	181029044	EH38E4391810	350
9.338464	2.2345746	dELS	chr5	181045434	181045775	EH38E2437908	341
8.057825	5.1109085	dELS	chr5	181051899	181052143	EH38E4391817	244
7.579588	2.4262962	dELS	chr5	181052655	181052849	EH38E3684467	194
3.6786523	-0.6779039	dELS	chr5	181052861	181053194	EH38E3684468	333
1.9784794	2.4942436	dELS	chr5	181053263	181053526	EH38E3684469	263
0.5259121	4.185224	dELS	chr5	181053761	181054105	EH38E3684470	344
4.9444757	5.171318	PLS	chr5	181100337	181100685	EH38E3684499	348
2.3364446	5.150126	dELS	chr5	181107437	181107688	EH38E4391830	251
3.4650855	4.6569195	dELS	chr5	181107704	181108053	EH38E2437939	349
5.80539	1.9459866	dELS	chr5	181133654	181133980	EH38E3684521	326
7.1742682	5.004461	dELS	chr5	181159330	181159617	EH38E3684531	287
6.745368	2.3609042	dELS	chr5	181160463	181160792	EH38E3684534	329
4.5153904	1.2874749	dELS	chr5	181161118	181161367	EH38E3684535	249
3.6140342	3.502512	dELS	chr5	181161544	181161891	EH38E3684536	347
4.242116	4.9015517	dELS	chr5	181161891	181162096	EH38E3684537	205
5.8664703	3.8282413	dELS	chr5	181163539	181163871	EH38E3684540	332
6.4588857	0.84890616	dELS	chr5	181163891	181164058	EH38E3684541	167
4.226105	3.348229	dELS	chr5	181164083	181164338	EH38E3684542	255
4.0546985	3.7965226	dELS	chr5	181164487	181164796	EH38E2437982	309
8.019373	5.144533	dELS	chr5	181167238	181167587	EH38E3684545	349
7.8499804	5.1060553	dELS	chr5	181167830	181168177	EH38E3684546	347
7.4924927	4.5228953	dELS	chr5	181168581	181168810	EH38E2437987	229
6.9586306	3.8150847	dELS	chr5	181168902	181169081	EH38E4391847	179
6.2251263	4.5254874	dELS	chr5	181169445	181169791	EH38E3684548	346
6.0177016	5.1156063	dELS	chr5	181169826	181170022	EH38E4391848	196
5.8844557	5.437018	dELS	chr5	181170044	181170248	EH38E4391849	204
5.535647	5.4446063	dELS	chr5	181170264	181170462	EH38E3684550	198
8.964012	4.3181267	dELS	chr5	181173188	181173354	EH38E3684552	166
8.821966	4.043109	dELS	chr5	181173491	181173768	EH38E3684553	277
8.114018	5.05987	dELS	chr5	181173772	181174107	EH38E3684554	335
7.398714	3.1234293	dELS	chr5	181174135	181174287	EH38E3684555	152
7.313237	4.2344136	dELS	chr5	181183933	181184094	EH38E3684567	161
7.3897657	3.6739316	dELS	chr5	181184096	181184426	EH38E2438006	330
4.2845163	3.5492547	dELS	chr5	181184927	181185165	EH38E4391858	238
6.415429	5.0201745	dELS	chr5	181186766	181187006	EH38E3684571	240
6.4690166	4.785233	dELS	chr5	181187032	181187228	EH38E3684572	196
6.477168	4.687058	dELS	chr5	181187239	181187436	EH38E3684573	197
6.647452	5.656877	PLS	chr5	181189368	181189523	EH38E2438017	155
6.546605	5.5766745	PLS	chr5	181189550	181189737	EH38E3684578	187
5.1951585	4.4826765	PLS	chr5	181191166	181191368	EH38E3684584	202
5.154068	3.9997168	PLS	chr5	181191393	181191595	EH38E3684585	202
2.1961105	4.001946	PLS	chr5	181191676	181192026	EH38E3684586	350
8.318228	4.970111	PLS	chr5	181204169	181204515	EH38E4391868	346
4.083114	4.163662	PLS	chr5	181205123	181205276	EH38E4391869	153
5.0406175	5.507471	PLS	chr5	181205289	181205639	EH38E3684607	350
6.2937136	3.9991481	PLS	chr5	181217802	181218109	EH38E2438066	307
7.619195	4.9943576	PLS	chr5	181222318	181222640	EH38E3684634	322
6.643971	4.221296	PLS	chr5	181222671	181222837	EH38E2438075	166
4.056864	0.15749489	PLS	chr5	181223053	181223403	EH38E3684635	350
5.418996	6.584405	dELS	chr5	181235463	181235644	EH38E3684653	181
10.44199	6.0742326	PLS	chr5	181241534	181241882	EH38E3684665	348
9.321184	3.7936502	PLS	chr5	181243367	181243555	EH38E4391891	188
8.859657	4.186156	PLS	chr5	181243780	181244081	EH38E3684672	301
6.0541058	4.3712926	PLS	chr5	181246273	181246623	EH38E3684679	350
3.4351	6.665055	PLS	chr5	181247764	181247958	EH38E4391895	194
6.4201555	5.4491167	PLS	chr5	181260969	181261306	EH38E3684701	337
6.421614	5.4819584	PLS	chr5	181260969	181261306	EH38E3684701	337
3.3787758	6.7146583	dELS	chr5	181267402	181267556	EH38E3684709	154
3.968917	-0.20000656	PLS	chr5	181281133	181281483	EH38E2438145	350
4.0600686	-0.5211774	PLS	chr6	291913	292261	EH38E3684823	348
4.119272	-0.45083192	PLS	chr6	291913	292261	EH38E3684823	348
1.9688804	2.5940313	PLS	chr6	292375	292551	EH38E3684824	176
11.305183	7.013751	dELS	chr6	604542	604888	EH38E3685155	346
11.496871	7.3286605	dELS	chr6	606855	607205	EH38E2438563	350
11.902538	7.5279007	dELS	chr6	659281	659456	EH38E2438591	175
12.16468	7.686462	dELS	chr6	659819	660002	EH38E3685179	183
12.392976	7.432832	dELS	chr6	660076	660405	EH38E2438593	329
9.316759	3.2054002	PLS	chr6	692478	692824	EH38E3685197	346
8.238151	0.34486055	PLS	chr6	692907	693253	EH38E3685198	346
8.257522	0.6157746	PLS	chr6	1515273	1515614	EH38E3685585	341
12.110489	8.0020895	dELS	chr6	1703179	1703494	EH38E3685742	315
5.398629	-1.4327593	PLS	chr6	2245504	2245854	EH38E3685983	350
5.404352	-1.4166073	PLS	chr6	2245504	2245854	EH38E3685983	350
5.786857	1.9745315	dELS	chr6	2733318	2733668	EH38E2439970	350
3.5030394	0.24193661	PLS	chr6	2765227	2765571	EH38E2440011	344
0.907322	4.3296943	PLS	chr6	2765899	2766232	EH38E3686214	333
-0.14089237	6.812817	dELS	chr6	2783189	2783363	EH38E3686226	174
-0.1608166	6.6283097	dELS	chr6	2783398	2783563	EH38E3686227	165
-0.4066551	6.7514577	dELS	chr6	2783566	2783881	EH38E2440035	315
-1.3178052	6.641478	dELS	chr6	2784134	2784482	EH38E3686228	348
7.2827964	0.0029255627	PLS	chr6	2841743	2842093	EH38E2440094	350
4.9545426	1.547506	dELS	chr6	2848824	2849174	EH38E2440101	350
4.018436	2.9578211	dELS	chr6	2849203	2849354	EH38E2440102	151
6.402059	6.7265253	dELS	chr6	2856036	2856267	EH38E3686284	231
6.179522	6.450091	dELS	chr6	2856689	2856952	EH38E3686285	263
6.0267777	6.340361	dELS	chr6	2857094	2857367	EH38E3686286	273
5.608418	4.187895	dELS	chr6	2857572	2857849	EH38E3686287	277
5.2139378	3.6600106	dELS	chr6	2857920	2858102	EH38E3686288	182
4.697356	3.4129882	dELS	chr6	2858154	2858343	EH38E3686289	189
2.7373223	3.3091354	dELS	chr6	2858345	2858550	EH38E3686290	205
2.3356717	3.99715	dELS	chr6	2858600	2858871	EH38E3686291	271
1.8189961	5.6420846	dELS	chr6	2859042	2859389	EH38E3686292	347
3.8753507	6.0708294	dELS	chr6	2859863	2860044	EH38E3686294	181
7.4997272	0.05622067	PLS	chr6	2903200	2903482	EH38E3686339	282
12.554525	7.417227	dELS	chr6	2949771	2950001	EH38E3686388	230
12.149192	6.420456	dELS	chr6	2966395	2966711	EH38E3686403	316
12.276276	6.3008137	dELS	chr6	2966859	2967121	EH38E3686404	262
9.557705	4.4772034	PLS	chr6	2970895	2971079	EH38E3686410	184
8.990415	3.5837057	PLS	chr6	2971170	2971486	EH38E3686411	316
7.537843	0.45645985	PLS	chr6	2971588	2971938	EH38E3686412	350
7.1655936	0.45856634	PLS	chr6	2972018	2972233	EH38E4392674	215
7.0438943	4.593869	dELS	chr6	2984772	2985044	EH38E2440277	272
7.0509963	5.17644	dELS	chr6	2985050	2985233	EH38E3686426	183
2.948828	0.48763227	PLS	chr6	2987882	2988060	EH38E3686429	178
2.555767	6.0961146	PLS	chr6	2988479	2988828	EH38E3686431	349
2.9484994	5.9789734	dELS	chr6	2990679	2991015	EH38E3686434	336
2.7069774	5.945356	dELS	chr6	2991052	2991225	EH38E3686435	173
1.3831593	5.8148513	dELS	chr6	2991695	2991936	EH38E3686437	241
1.6913239	6.1505337	dELS	chr6	2992309	2992581	EH38E3686438	272
1.5077016	6.189502	dELS	chr6	2992657	2992852	EH38E3686439	195
0.85947496	6.127995	dELS	chr6	2993807	2994153	EH38E3686440	346
0.8981207	6.214485	dELS	chr6	2994199	2994352	EH38E3686441	153
3.7201252	6.127474	PLS	chr6	2998854	2999127	EH38E3686444	273
1.7235825	4.3030963	PLS	chr6	2999610	2999958	EH38E3686446	348
1.410021	3.766288	PLS	chr6	2999983	3000166	EH38E3686447	183
6.229847	6.514381	dELS	chr6	3020994	3021344	EH38E4392694	350
5.405915	5.114037	PLS	chr6	3023304	3023537	EH38E2440318	233
5.3292675	4.159609	PLS	chr6	3023541	3023746	EH38E3686465	205
-1.2256844	5.299125	dELS	chr6	3025715	3025928	EH38E3686471	213
-1.1514891	5.320154	dELS	chr6	3025980	3026201	EH38E2440323	221
-0.79926413	5.6483617	dELS	chr6	3026928	3027276	EH38E3686472	348
7.9707136	4.9524865	dELS	chr6	3052697	3053031	EH38E3686491	334
7.6690855	2.9495378	dELS	chr6	3053229	3053573	EH38E3686492	344
5.162567	0.65655416	dELS	chr6	3053665	3054010	EH38E3686493	345
3.4459603	0.31859195	PLS	chr6	3063739	3064087	EH38E2440350	348
4.7418404	5.383625	PLS	chr6	3068201	3068549	EH38E3686509	348
2.3749428	4.452431	PLS	chr6	3068771	3069120	EH38E3686510	349
5.446565	3.6390245	PLS	chr6	3118267	3118459	EH38E4392712	192
4.7545266	-0.35979477	PLS	chr6	3118466	3118783	EH38E3686532	317
2.4040086	2.3637362	PLS	chr6	3118807	3119028	EH38E3686533	221
1.9967496	3.08783	PLS	chr6	3119047	3119228	EH38E3686534	181
1.0937612	3.7171438	PLS	chr6	3119280	3119440	EH38E2440383	160
6.1810436	-0.92104787	PLS	chr6	3157427	3157773	EH38E3686564	346
3.8698163	5.9904604	dELS	chr6	3159484	3159701	EH38E3686568	217
4.221765	5.8517847	dELS	chr6	3159740	3160049	EH38E3686569	309
4.7110004	5.689804	dELS	chr6	3160172	3160522	EH38E3686570	350
4.808442	5.747765	dELS	chr6	3160591	3160816	EH38E3686571	225
5.044025	5.809035	dELS	chr6	3160942	3161143	EH38E4392723	201
5.93216	5.790876	dELS	chr6	3162105	3162354	EH38E3686572	249
5.306948	5.3088837	dELS	chr6	3162381	3162622	EH38E3686573	241
5.523464	4.0776057	dELS	chr6	3162671	3163019	EH38E2440428	348
6.5259857	0.4439233	dELS	chr6	3163029	3163267	EH38E3686574	238
3.4071863	3.0725584	dELS	chr6	3163371	3163536	EH38E3686575	165
4.0220203	5.427505	dELS	chr6	3165646	3165994	EH38E3686577	348
3.2707844	4.7143745	dELS	chr6	3166192	3166541	EH38E3686578	349
3.3959394	2.0376706	dELS	chr6	3171499	3171849	EH38E4392725	350
4.361554	4.593396	dELS	chr6	3171869	3172217	EH38E2440442	348
6.7683525	0.62364477	dELS	chr6	3173714	3173872	EH38E3686582	158
7.975387	-0.07243479	PLS	chr6	3195743	3196093	EH38E2440461	350
6.7040644	3.7296245	dELS	chr6	3208492	3208781	EH38E2440474	289
3.5466712	1.2465668	dELS	chr6	3209125	3209468	EH38E2440476	343
3.3983035	2.3748286	dELS	chr6	3209591	3209746	EH38E3686602	155
3.4889834	3.579479	dELS	chr6	3209805	3210135	EH38E3686603	330
7.818087	0.32757878	PLS	chr6	3227584	3227934	EH38E2440491	350
2.7567909	0.2787561	PLS	chr6	3258722	3259070	EH38E3686650	348
1.6943325	2.062522	PLS	chr6	3259082	3259232	EH38E3686651	150
-1.4825337	5.4751577	dELS	chr6	3260859	3261206	EH38E3686655	347
12.472114	6.9590755	dELS	chr6	3324144	3324485	EH38E3686724	341
12.338646	6.9946074	dELS	chr6	3324485	3324795	EH38E3686725	310
10.539158	6.3912773	dELS	chr6	3337589	3337774	EH38E3686740	185
10.475613	6.0973697	dELS	chr6	3337781	3338125	EH38E3686741	344
9.458182	5.9927306	dELS	chr6	3338778	3338960	EH38E3686743	182
9.333702	6.462456	dELS	chr6	3339036	3339382	EH38E2440615	346
9.39941	6.9361362	dELS	chr6	3339563	3339822	EH38E3686744	259
11.2487545	6.838245	dELS	chr6	3347386	3347563	EH38E3686751	177
11.38915	7.118872	dELS	chr6	3347861	3348173	EH38E3686752	312
10.98739	6.0670233	dELS	chr6	3354413	3354676	EH38E3686766	263
9.8882265	5.0697165	dELS	chr6	3355024	3355366	EH38E3686767	342
9.432993	5.206692	dELS	chr6	3355477	3355727	EH38E2440646	250
9.326373	5.432701	dELS	chr6	3355783	3355937	EH38E3686768	154
8.845312	5.4041886	dELS	chr6	3356080	3356265	EH38E2440648	185
8.599827	6.2659626	dELS	chr6	3356297	3356642	EH38E3686769	345
8.727816	6.6844926	dELS	chr6	3356671	3357011	EH38E3686770	340
12.103443	7.621017	dELS	chr6	3390390	3390601	EH38E3686818	211
11.69118	7.3314915	dELS	chr6	3390734	3391084	EH38E3686819	350
11.6053505	7.112724	dELS	chr6	3392082	3392406	EH38E3686820	324
10.510812	6.706389	dELS	chr6	3392975	3393320	EH38E3686822	345
12.414701	7.251287	dELS	chr6	3406561	3406886	EH38E2440716	325
12.393901	7.2042813	dELS	chr6	3406904	3407140	EH38E2440717	236
12.38864	7.452454	dELS	chr6	3407267	3407458	EH38E3686836	191
12.335834	7.5251555	dELS	chr6	3407963	3408215	EH38E2440720	252
12.424622	6.9378877	dELS	chr6	3409837	3410187	EH38E3686838	350
11.169671	6.4312334	dELS	chr6	3442763	3443024	EH38E2440770	261
7.6965613	0.6940706	PLS	chr6	3456675	3457011	EH38E3686883	336
7.09608	-0.28814402	PLS	chr6	3457011	3457356	EH38E3686884	345
7.6914372	4.692271	dELS	chr6	3650124	3650467	EH38E2440948	343
7.5379496	2.9752479	dELS	chr6	3650589	3650914	EH38E3686982	325
7.530493	1.1973416	dELS	chr6	3650989	3651339	EH38E3686983	350
7.2481604	1.1280793	dELS	chr6	3651554	3651804	EH38E2440951	250
11.400838	6.577449	dELS	chr6	4010789	4011129	EH38E3687287	340
8.51966	5.3357673	PLS	chr6	4018557	4018907	EH38E3687295	350
8.489596	5.2977295	PLS	chr6	4018557	4018907	EH38E3687295	350
4.6743355	0.5873078	PLS	chr6	4021133	4021479	EH38E3687300	346
4.6451135	0.55894077	PLS	chr6	4021133	4021479	EH38E3687300	346
-1.1388595	5.484459	dELS	chr6	4023671	4024020	EH38E3687304	349
-0.9990494	6.9970226	dELS	chr6	4059149	4059498	EH38E2441322	349
9.264847	2.6093433	PLS	chr6	4135156	4135391	EH38E3687361	235
7.702959	0.17467931	PLS	chr6	4135499	4135649	EH38E3687362	150
6.843682	-0.42225707	PLS	chr6	4135707	4136052	EH38E3687363	345
2.7583117	2.565268	PLS	chr6	4136163	4136318	EH38E2441372	155
-0.46183643	8.095737	dELS	chr6	4292092	4292312	EH38E2441443	220
11.614575	6.484858	dELS	chr6	4371111	4371280	EH38E3687471	169
11.256329	6.5159082	dELS	chr6	4371416	4371765	EH38E2441510	349
10.76755	8.081435	dELS	chr6	4620363	4620548	EH38E3687602	185
10.76586	8.214524	dELS	chr6	4620562	4620900	EH38E3687603	338
10.721516	8.228942	dELS	chr6	4620921	4621271	EH38E2441705	350
8.413534	4.5588193	dELS	chr6	4637867	4638091	EH38E2441714	224
7.188258	1.7218051	dELS	chr6	4647604	4647945	EH38E3687619	341
5.469155	2.097386	dELS	chr6	4688084	4688356	EH38E3687640	272
4.71079	2.7763653	dELS	chr6	4688358	4688512	EH38E2441748	154
6.8725643	3.5185935	dELS	chr6	4727236	4727551	EH38E3687657	315
5.325604	2.0920565	dELS	chr6	4727717	4727996	EH38E3687658	279
4.372045	2.8362913	dELS	chr6	4728012	4728357	EH38E3687659	345
3.7271028	3.9839365	dELS	chr6	4728500	4728713	EH38E3687660	213
2.6394303	0.7835602	PLS	chr6	4776108	4776456	EH38E3687676	348
-2.151646	7.467552	dELS	chr6	4911177	4911527	EH38E3687754	350
-2.1595464	6.934711	dELS	chr6	4941805	4942077	EH38E3687776	272
-2.135462	6.8387856	dELS	chr6	4942078	4942423	EH38E4393130	345
9.129895	4.2902226	dELS	chr6	4984752	4985098	EH38E3687804	346
8.885191	6.680893	dELS	chr6	4986496	4986670	EH38E3687805	174
9.975089	5.3903384	dELS	chr6	4987063	4987330	EH38E3687806	267
8.500684	2.2000823	PLS	chr6	5003544	5003892	EH38E3687811	348
8.47389	2.225502	PLS	chr6	5003544	5003892	EH38E3687811	348
6.376064	-0.21117838	PLS	chr6	5003917	5004130	EH38E2441967	213
2.4373379	4.9996195	dELS	chr6	5026132	5026479	EH38E2441974	347
3.108831	4.576278	dELS	chr6	5026509	5026854	EH38E3687820	345
11.605892	7.4834876	dELS	chr6	5230663	5231013	EH38E3687951	350
8.2258625	2.0947204	PLS	chr6	5260693	5260915	EH38E2442166	222
5.5632186	-0.61414176	PLS	chr6	5260930	5261088	EH38E4393217	158
5.571831	-0.6213028	PLS	chr6	5260930	5261088	EH38E4393217	158
2.1135786	2.7582278	PLS	chr6	5261400	5261598	EH38E4393219	198
-2.08996	6.283714	dELS	chr6	5270095	5270434	EH38E3687975	339
-1.8776089	6.164219	dELS	chr6	5270796	5270974	EH38E3687976	178
-0.6136835	6.955981	dELS	chr6	5294479	5294681	EH38E3687989	202
-0.5303636	6.636901	dELS	chr6	5294892	5295163	EH38E3687990	271
-0.48256966	7.160206	dELS	chr6	5302292	5302514	EH38E3687996	222
-1.5420632	7.726067	dELS	chr6	5541816	5541972	EH38E3688080	156
-1.4918939	7.6414266	dELS	chr6	5542025	5542355	EH38E3688081	330
6.2891245	1.5287415	dELS	chr6	6654858	6655205	EH38E3688557	347
6.9177313	2.3098462	dELS	chr6	6657264	6657573	EH38E3688560	309
8.295294	5.2422743	dELS	chr6	6678308	6678535	EH38E2442999	227
6.872987	-0.63382834	PLS	chr6	6686964	6687313	EH38E3688582	349
2.418367	5.1926966	dELS	chr6	6689561	6689835	EH38E3688586	274
3.5167649	4.565962	PLS	chr6	6694928	6695248	EH38E3688589	320
4.97301	2.9287539	dELS	chr6	6699710	6699976	EH38E3688593	266
4.1958137	3.9627647	dELS	chr6	6700051	6700399	EH38E3688594	348
7.8052554	1.2822909	dELS	chr6	6701918	6702268	EH38E3688596	350
4.2741365	4.0852604	dELS	chr6	6712550	6712873	EH38E2443053	323
7.2455482	2.8717556	dELS	chr6	6749667	6749876	EH38E3688646	209
7.112475	1.5868145	dELS	chr6	6750009	6750354	EH38E3688647	345
6.078225	2.6700103	dELS	chr6	6851018	6851367	EH38E3688729	349
5.146402	2.2754483	dELS	chr6	6851434	6851631	EH38E2443206	197
7.297741	4.6331096	dELS	chr6	6889717	6889907	EH38E4393554	190
7.201854	3.172536	dELS	chr6	6890218	6890442	EH38E3688783	224
7.1021376	1.657606	dELS	chr6	6890570	6890901	EH38E3688784	331
6.272055	2.91443	dELS	chr6	6927509	6927839	EH38E3688820	330
4.8698463	1.7459768	dELS	chr6	6927845	6928046	EH38E3688821	201
4.4102654	2.6334147	dELS	chr6	6928062	6928398	EH38E3688822	336
7.200942	3.820149	dELS	chr6	6968382	6968591	EH38E3688851	209
6.6175137	2.7853262	dELS	chr6	6968695	6968940	EH38E2443322	245
5.6526136	1.6354829	dELS	chr6	6969042	6969378	EH38E3688852	336
3.9435048	3.8511047	dELS	chr6	6969815	6970165	EH38E3688853	350
4.2075667	1.7518045	dELS	chr6	7041436	7041778	EH38E3688899	342
4.2134132	2.818907	dELS	chr6	7041792	7041963	EH38E2443370	171
3.6848435	4.5031037	dELS	chr6	7042333	7042654	EH38E3688900	321
3.455402	4.7960176	dELS	chr6	7042737	7042913	EH38E4393578	176
3.4468415	4.8314905	dELS	chr6	7042925	7043272	EH38E3688902	347
4.879266	1.7267033	dELS	chr6	7047992	7048342	EH38E3688906	350
6.6501207	4.0480795	dELS	chr6	7057611	7057942	EH38E3688921	331
5.062796	2.0199172	dELS	chr6	7058427	7058777	EH38E3688923	350
5.5454407	1.7630813	dELS	chr6	7100746	7101060	EH38E3688945	314
4.1279554	3.6470299	dELS	chr6	7101314	7101660	EH38E3688946	346
2.6275098	4.2416134	PLS	chr6	7107397	7107567	EH38E4393590	170
2.169922	4.09503	PLS	chr6	7107578	7107922	EH38E3688950	344
2.0732021	4.114091	PLS	chr6	7107965	7108187	EH38E3688951	222
-1.1349478	5.6122227	dELS	chr6	7110177	7110429	EH38E3688958	252
-1.086911	5.551856	dELS	chr6	7110435	7110621	EH38E3688959	186
-1.1053774	6.2526875	dELS	chr6	7115469	7115628	EH38E4393591	159
-1.1437262	6.352523	dELS	chr6	7115672	7116012	EH38E3688968	340
-0.32715893	6.6404185	dELS	chr6	7119063	7119308	EH38E3688970	245
-0.46730152	6.7637663	dELS	chr6	7119413	7119760	EH38E3688971	347
-0.48031864	6.3113046	dELS	chr6	7119842	7120154	EH38E3688972	312
-1.9936593	6.9969244	dELS	chr6	7130263	7130609	EH38E3688982	346
-1.8583306	7.261286	dELS	chr6	7135391	7135686	EH38E2443462	295
-1.8738942	7.143901	dELS	chr6	7135838	7136157	EH38E3688990	319
-0.07299339	7.0556235	dELS	chr6	7136829	7137147	EH38E3688991	318
0.0055320077	7.007861	dELS	chr6	7137191	7137346	EH38E4393595	155
-0.014201702	6.8582377	dELS	chr6	7137454	7137604	EH38E3688992	150
-0.3004003	6.8644013	dELS	chr6	7137624	7137970	EH38E3688993	346
-0.45904088	6.6286335	dELS	chr6	7138123	7138468	EH38E3688994	345
1.0403073	6.9796643	dELS	chr6	7139011	7139348	EH38E3688995	337
2.1057336	6.761545	dELS	chr6	7139800	7140147	EH38E3688996	347
2.089181	6.116777	dELS	chr6	7140627	7140814	EH38E3688997	187
1.7586862	5.8710575	dELS	chr6	7140851	7141019	EH38E3688998	168
1.4041808	5.3335686	dELS	chr6	7141020	7141364	EH38E3688999	344
0.5193196	5.5350113	dELS	chr6	7141393	7141712	EH38E3689000	319
-0.4481628	6.1848435	dELS	chr6	7141725	7141956	EH38E3689001	231
-1.9760096	7.036101	dELS	chr6	7142331	7142663	EH38E3689002	332
-1.5950841	7.068171	dELS	chr6	7142914	7143243	EH38E3689003	329
-1.386325	7.0437913	dELS	chr6	7143368	7143718	EH38E3689004	350
-1.4140402	6.9903126	dELS	chr6	7143720	7143885	EH38E3689005	165
-1.700233	7.0460787	dELS	chr6	7144778	7145011	EH38E3689006	233
-1.7375844	7.2278666	dELS	chr6	7145289	7145581	EH38E3689007	292
-0.2689026	7.1086316	dELS	chr6	7145787	7146134	EH38E3689008	347
0.55218405	7.0370283	dELS	chr6	7146213	7146553	EH38E3689009	340
0.74291867	6.985239	dELS	chr6	7146558	7146789	EH38E2443483	231
0.7153493	6.612873	dELS	chr6	7147057	7147393	EH38E3689010	336
0.54605436	6.1455336	dELS	chr6	7147437	7147768	EH38E2443485	331
-0.18096404	6.150425	dELS	chr6	7147871	7148104	EH38E3689011	233
-0.9408144	6.5297203	dELS	chr6	7148216	7148382	EH38E3689012	166
-1.7683239	7.2808757	dELS	chr6	7148454	7148768	EH38E2443488	314
0.851774	6.4171247	dELS	chr6	7150446	7150757	EH38E2443489	311
0.83424664	5.947763	dELS	chr6	7150792	7151003	EH38E2443490	211
-0.49491593	6.2437196	dELS	chr6	7151340	7151685	EH38E2443491	345
-2.0518909	7.2623067	dELS	chr6	7152503	7152707	EH38E2443492	204
-1.6097822	7.222865	dELS	chr6	7159848	7160098	EH38E2443503	250
-2.0949345	7.295828	dELS	chr6	7161070	7161282	EH38E3689025	212
-1.542326	7.2323403	dELS	chr6	7162297	7162557	EH38E3689026	260
1.2718098	7.0111876	dELS	chr6	7163847	7164192	EH38E3689028	345
1.1954254	6.4467254	dELS	chr6	7164720	7164921	EH38E3689029	201
0.94539154	5.9526877	dELS	chr6	7165058	7165395	EH38E3689030	337
0.16661014	5.9407454	dELS	chr6	7165588	7165747	EH38E2443511	159
-0.1823436	7.066257	dELS	chr6	7165918	7166265	EH38E3689031	347
0.114270724	6.670539	dELS	chr6	7166379	7166723	EH38E3689032	344
0.10377759	6.239258	dELS	chr6	7166865	7167063	EH38E3689033	198
-0.09518781	6.040787	dELS	chr6	7167068	7167297	EH38E3689034	229
-1.3514255	6.8400936	dELS	chr6	7168243	7168500	EH38E3689035	257
-1.3178632	6.8838234	dELS	chr6	7168791	7168968	EH38E3689036	177
-1.1902182	6.761464	dELS	chr6	7169077	7169312	EH38E4393605	235
-1.0856742	7.0733075	dELS	chr6	7169389	7169739	EH38E2443518	350
-1.1096501	7.142192	dELS	chr6	7170144	7170455	EH38E3689038	311
-1.3131576	7.060525	dELS	chr6	7170492	7170684	EH38E4393606	192
-1.6965442	7.1943436	dELS	chr6	7170863	7171064	EH38E2443521	201
-1.3463523	7.1149473	dELS	chr6	7171124	7171474	EH38E3689039	350
0.14672638	7.1056204	dELS	chr6	7171665	7171910	EH38E3689040	245
