chrom	start	end	rDHS	cCRE_type
chr3	122502185	122502528	EH38E2232191	dELS
chr3	122511186	122511476	EH38E2232196	dELS
chr3	122513754	122513906	EH38E3534664	pELS
chr3	122514061	122514385	EH38E3534665	pELS
chr3	122514430	122514638	EH38E3534666	pELS
chr3	122514763	122515112	EH38E2232204	PLS
chr3	122516853	122517013	EH38E3534669	pELS
chr3	122517028	122517247	EH38E2232206	dELS
chr3	122564150	122564500	EH38E3534683	PLS
chr3	122564636	122564824	EH38E3534684	PLS
chr3	122564833	122565001	EH38E3534685	pELS
chr3	122679122	122679470	EH38E3534739	pELS
chr3	122679477	122679656	EH38E3534740	pELS
chr3	122679721	122679905	EH38E3534741	pELS
chr3	122679974	122680263	EH38E2232294	pELS
chr3	122680601	122680948	EH38E3534743	PLS
chr3	122680979	122681206	EH38E3534744	pELS
chr3	122793639	122793988	EH38E2232369	PLS
chr3	122794062	122794412	EH38E2232370	pELS
chr3	122794590	122794914	EH38E3534802	pELS
chr3	122794914	122795206	EH38E3534803	PLS
chr3	122795252	122795471	EH38E2232373	pELS
chr3	123066846	123067196	EH38E3534958	PLS
chr3	123067616	123067817	EH38E3534960	pELS
chr3	123068379	123068566	EH38E4309350	pELS
chr3	123069007	123069319	EH38E3534963	dELS
chr3	123079481	123079812	EH38E2232580	dELS
chr3	123080860	123081204	EH38E2232583	dELS
chr3	123081700	123082040	EH38E3534974	dELS
chr3	123082359	123082698	EH38E3534976	dELS
chr3	123084191	123084539	EH38E3534979	dELS
chr3	123085347	123085686	EH38E3534981	dELS
chr3	123201662	123202012	EH38E3535062	PLS
chr3	123584540	123584762	EH38E3535349	pELS
chr3	123584765	123584928	EH38E3535350	pELS
chr3	123584963	123585313	EH38E2232991	PLS
chr3	123585354	123585543	EH38E2232992	PLS
chr3	123585586	123585777	EH38E3535351	PLS
chr3	123585972	123586193	EH38E2232994	pELS
chr3	123586212	123586561	EH38E3535352	pELS
chr3	123884340	123884690	EH38E3535558	PLS
chr3	123960695	123960876	EH38E3535573	pELS
chr3	123960959	123961116	EH38E2233325	PLS
chr3	123961246	123961591	EH38E2233326	PLS
chr3	124033086	124033358	EH38E3535598	PLS
chr3	124584472	124584818	EH38E3535836	PLS
chr3	124586259	124586551	EH38E3535840	pELS
chr3	124586978	124587314	EH38E3535841	dELS
chr3	124620623	124620970	EH38E3535862	dELS
chr3	124621552	124621899	EH38E2233746	dELS
chr3	124653879	124654223	EH38E2233779	dELS
chr3	124654226	124654381	EH38E2233780	dELS
chr3	124679134	124679393	EH38E3535885	dELS
chr3	124730248	124730598	EH38E3535901	PLS
chr3	124730876	124731158	EH38E4309643	pELS
chr3	124812641	124812985	EH38E2233912	dELS
chr3	124813000	124813150	EH38E2233913	dELS
chr3	124875797	124876074	EH38E3536027	dELS
chr3	124876288	124876638	EH38E3536028	dELS
chr3	124876665	124876831	EH38E3536029	dELS
chr3	124878637	124878804	EH38E3536031	dELS
chr3	124878808	124879158	EH38E3536032	dELS
chr3	124886585	124886932	EH38E2234001	pELS
chr3	124887229	124887579	EH38E3536041	PLS
chr3	125055951	125056297	EH38E3536145	PLS
chr3	125153647	125153992	EH38E2234285	dELS
chr3	125154801	125155032	EH38E3536239	dELS
chr3	125155044	125155266	EH38E3536240	dELS
chr3	125374525	125374697	EH38E4309747	pELS
chr3	125374701	125374962	EH38E4309748	pELS
chr3	125374995	125375183	EH38E3536339	PLS
chr3	125375190	125375539	EH38E3536340	PLS
chr3	125432407	125432744	EH38E3536367	dELS
chr3	125433111	125433457	EH38E3536368	dELS
chr3	125433696	125434035	EH38E2234451	dELS
chr3	125440180	125440450	EH38E3536376	dELS
chr3	125440629	125440978	EH38E2234461	dELS
chr3	125492086	125492432	EH38E2234483	dELS
chr3	125494820	125494999	EH38E2234485	dELS
chr3	125496791	125497049	EH38E3536384	dELS
chr3	125519724	125519905	EH38E3536396	pELS
chr3	125520064	125520413	EH38E2234500	PLS
chr3	125594612	125594781	EH38E3536412	pELS
chr3	125594789	125595005	EH38E3536413	pELS
chr3	125595262	125595413	EH38E3536414	PLS
chr3	125595491	125595841	EH38E3536415	PLS
chr3	125916394	125916608	EH38E3536536	PLS
chr3	125916779	125916933	EH38E2234643	pELS
chr3	125917036	125917381	EH38E3536537	pELS
chr3	125990286	125990633	EH38E3536582	PLS
chr3	126083147	126083314	EH38E3536632	pELS
chr3	126083393	126083625	EH38E3536633	pELS
chr3	126083676	126083936	EH38E3536634	pELS
chr3	126084057	126084407	EH38E2234739	PLS
chr3	126084710	126085052	EH38E3536635	pELS
chr3	126355857	126356206	EH38E2234908	pELS
chr3	126356344	126356503	EH38E3536810	pELS
chr3	126357308	126357653	EH38E4309959	PLS
chr3	126472300	126472650	EH38E2234980	dELS
chr3	126474699	126474852	EH38E4310009	pELS
chr3	126474898	126475074	EH38E3536913	pELS
chr3	126475095	126475407	EH38E3536914	pELS
chr3	126475521	126475740	EH38E3536915	pELS
chr3	126475820	126476169	EH38E3536916	PLS
chr3	126476169	126476354	EH38E3536917	pELS
chr3	126476421	126476608	EH38E3536918	pELS
chr3	126476614	126476787	EH38E3536919	pELS
chr3	126540550	126540893	EH38E3537002	dELS
chr3	126607278	126607608	EH38E4310071	dELS
chr3	126654633	126654851	EH38E3537048	pELS
chr3	126654926	126655276	EH38E3537049	PLS
chr3	126704009	126704347	EH38E2235142	PLS
chr3	126752329	126752677	EH38E2235170	dELS
chr3	126908796	126909141	EH38E3537173	dELS
chr3	126911088	126911337	EH38E3537177	dELS
chr3	126911361	126911710	EH38E2235263	dELS
chr3	126911828	126912015	EH38E3537178	dELS
chr3	126913479	126913825	EH38E3537179	dELS
chr3	126926723	126927069	EH38E3537191	dELS
chr3	126982105	126982453	EH38E3537245	pELS
chr3	126982588	126982798	EH38E4310159	pELS
chr3	126982855	126983205	EH38E3537247	PLS
chr3	126983723	126983960	EH38E3537249	pELS
chr3	126984047	126984395	EH38E3537250	pELS
chr3	126986018	126986365	EH38E3537256	dELS
chr3	127588941	127589285	EH38E2235693	pELS
chr3	127589312	127589488	EH38E3537666	pELS
chr3	127590073	127590420	EH38E3537668	pELS
chr3	127590464	127590622	EH38E3537669	PLS
chr3	127590670	127591017	EH38E2235699	PLS
chr3	127591046	127591243	EH38E3537670	PLS
chr3	127591255	127591405	EH38E3537671	pELS
chr3	127595357	127595670	EH38E2235707	dELS
chr3	127597447	127597778	EH38E2235709	pELS
chr3	127598150	127598500	EH38E3537676	PLS
chr3	127628983	127629286	EH38E3537702	PLS
chr3	127630246	127630421	EH38E2235737	pELS
chr3	127672714	127673063	EH38E3537730	PLS
chr3	127697462	127697686	EH38E3537764	dELS
chr3	127701170	127701514	EH38E3537768	dELS
chr3	127702135	127702484	EH38E2235804	dELS
chr3	128051484	128051683	EH38E3538026	PLS
chr3	128051844	128052020	EH38E3538027	pELS
chr3	128052118	128052468	EH38E3538028	PLS
chr3	128054427	128054662	EH38E3538032	pELS
chr3	128067611	128067762	EH38E2236118	dELS
chr3	128075224	128075508	EH38E3538053	PLS
chr3	128075553	128075901	EH38E3538054	PLS
chr3	128076142	128076469	EH38E3538055	pELS
chr3	128076504	128076740	EH38E3538056	pELS
chr3	128076761	128077107	EH38E3538057	pELS
chr3	128077200	128077525	EH38E3538058	pELS
chr3	128077536	128077719	EH38E4310502	pELS
chr3	128080340	128080686	EH38E3538063	dELS
chr3	128123247	128123447	EH38E2236178	pELS
chr3	128123497	128123651	EH38E4310507	pELS
chr3	128123789	128124139	EH38E2236180	PLS
chr3	128145268	128145617	EH38E3538102	dELS
chr3	128153003	128153237	EH38E3538106	pELS
chr3	128153244	128153586	EH38E3538107	PLS
chr3	128153658	128153829	EH38E3538108	PLS
chr3	128153831	128154032	EH38E3538109	PLS
chr3	128339549	128339841	EH38E3538248	dELS
chr3	128343625	128343975	EH38E3538254	dELS
chr3	128395499	128395849	EH38E3538314	dELS
chr3	128402750	128402973	EH38E2236444	dELS
chr3	128408742	128408963	EH38E3538340	dELS
chr3	128409305	128409654	EH38E2236453	dELS
chr3	128409875	128410134	EH38E3538342	dELS
chr3	128410136	128410311	EH38E3538343	dELS
chr3	128410319	128410469	EH38E4310570	dELS
chr3	128410901	128411235	EH38E3538344	dELS
chr3	128411654	128412003	EH38E2236458	dELS
chr3	128412266	128412439	EH38E3538346	dELS
chr3	128412541	128412884	EH38E3538347	dELS
chr3	128412942	128413273	EH38E3538348	dELS
chr3	128413318	128413655	EH38E3538349	dELS
chr3	128413788	128414066	EH38E3538350	dELS
chr3	128414105	128414259	EH38E3538351	dELS
chr3	128414301	128414523	EH38E3538352	dELS
chr3	128415356	128415654	EH38E2236464	dELS
chr3	128415681	128416031	EH38E3538355	dELS
chr3	128416115	128416410	EH38E3538356	dELS
chr3	128416568	128416766	EH38E3538357	dELS
chr3	128416860	128417208	EH38E3538358	dELS
chr3	128423576	128423775	EH38E3538365	dELS
chr3	128424558	128424903	EH38E3538367	dELS
chr3	128426354	128426688	EH38E3538371	dELS
chr3	128426689	128426914	EH38E3538372	dELS
chr3	128482847	128483154	EH38E3538449	dELS
chr3	128483177	128483525	EH38E3538450	dELS
chr3	128483525	128483686	EH38E4310610	dELS
chr3	128483740	128483899	EH38E3538451	dELS
chr3	128483949	128484170	EH38E3538452	dELS
chr3	128484231	128484451	EH38E3538453	dELS
chr3	128484985	128485258	EH38E3538455	dELS
chr3	128485292	128485537	EH38E3538456	dELS
chr3	128485674	128485989	EH38E3538457	dELS
chr3	128486060	128486321	EH38E3538458	pELS
chr3	128486322	128486653	EH38E2236535	pELS
chr3	128486731	128486919	EH38E3538459	pELS
chr3	128486935	128487172	EH38E3538460	pELS
chr3	128487253	128487572	EH38E2236537	pELS
chr3	128487644	128487814	EH38E3538461	PLS
chr3	128487834	128488171	EH38E3538462	PLS
chr3	128488195	128488503	EH38E3538463	PLS
chr3	128488517	128488763	EH38E3538464	PLS
chr3	128488765	128488943	EH38E3538465	pELS
chr3	128489037	128489377	EH38E3538466	PLS
chr3	128489457	128489630	EH38E3538467	pELS
chr3	128489868	128490095	EH38E3538468	pELS
chr3	128490100	128490446	EH38E2236545	pELS
chr3	128490450	128490770	EH38E3538469	pELS
chr3	128490785	128491017	EH38E3538470	pELS
chr3	128491040	128491243	EH38E3538471	pELS
chr3	128491312	128491502	EH38E3538472	pELS
chr3	128491547	128491738	EH38E3538473	pELS
chr3	128491805	128492135	EH38E2236550	pELS
chr3	128492164	128492509	EH38E3538474	pELS
chr3	128492840	128493057	EH38E3538476	pELS
chr3	128493090	128493370	EH38E3538477	PLS
chr3	128493520	128493785	EH38E3538478	pELS
chr3	128493788	128494071	EH38E2236556	pELS
chr3	128495457	128495783	EH38E3538481	dELS
chr3	128495787	128495990	EH38E2236561	dELS
chr3	128496359	128496540	EH38E3538482	dELS
chr3	128496615	128496846	EH38E2236563	dELS
chr3	128496966	128497179	EH38E2236564	dELS
chr3	128497215	128497522	EH38E3538483	dELS
chr3	128497636	128497984	EH38E2236566	dELS
chr3	128505022	128505372	EH38E3538493	dELS
chr3	128532062	128532405	EH38E3538501	dELS
chr3	128533026	128533266	EH38E3538502	dELS
chr3	128546711	128546954	EH38E3538504	dELS
chr3	128547411	128547751	EH38E3538505	dELS
chr3	128547778	128547937	EH38E3538506	dELS
chr3	128548741	128549069	EH38E3538508	dELS
chr3	128549293	128549642	EH38E2236598	dELS
chr3	128549847	128550096	EH38E2236599	dELS
chr3	128554106	128554456	EH38E2236603	dELS
chr3	128585306	128585565	EH38E2236633	dELS
chr3	128650089	128650419	EH38E3538586	pELS
chr3	128650741	128651089	EH38E3538588	PLS
chr3	128680278	128680437	EH38E3538608	pELS
chr3	128680652	128681002	EH38E3538609	pELS
chr3	128681042	128681273	EH38E2236705	PLS
chr3	128681281	128681431	EH38E3538610	pELS
chr3	128681478	128681662	EH38E2236707	pELS
chr3	128725166	128725421	EH38E3538642	pELS
chr3	128725659	128725838	EH38E3538643	pELS
chr3	128725925	128726275	EH38E3538644	PLS
chr3	128726350	128726624	EH38E4310666	pELS
chr3	128726676	128727024	EH38E2236737	pELS
chr3	128758144	128758486	EH38E4310677	dELS
chr3	128794414	128794762	EH38E3538706	pELS
chr3	128795092	128795306	EH38E3538707	pELS
chr3	128830598	128830749	EH38E2236842	dELS
chr3	128845792	128846141	EH38E3538740	pELS
chr3	128846220	128846490	EH38E3538741	pELS
chr3	128865416	128865740	EH38E3538760	dELS
chr3	128872859	128873064	EH38E3538763	pELS
chr3	128878543	128878727	EH38E2236880	pELS
chr3	128878739	128879087	EH38E3538770	pELS
chr3	128879134	128879289	EH38E2236882	pELS
chr3	128879355	128879705	EH38E3538771	PLS
chr3	128879760	128879922	EH38E2236884	pELS
chr3	128895958	128896122	EH38E2236893	dELS
chr3	129015752	129016097	EH38E3538860	dELS
chr3	129016336	129016682	EH38E3538861	dELS
chr3	129016779	129016932	EH38E2236981	dELS
chr3	129017134	129017484	EH38E3538862	dELS
chr3	129027035	129027380	EH38E3538872	dELS
chr3	129053511	129053674	EH38E3538893	dELS
chr3	129053686	129053989	EH38E3538894	dELS
chr3	129054668	129055007	EH38E3538896	dELS
chr3	129101791	129102030	EH38E3538937	dELS
chr3	129119666	129120014	EH38E3538953	pELS
chr3	129120505	129120854	EH38E3538955	pELS
chr3	129121348	129121557	EH38E3538957	pELS
chr3	129121578	129121779	EH38E3538958	PLS
chr3	129121853	129122146	EH38E3538959	PLS
chr3	129122150	129122306	EH38E3538960	PLS
chr3	129122319	129122523	EH38E4310765	pELS
chr3	129161041	129161192	EH38E3538974	PLS
chr3	129161201	129161535	EH38E3538975	PLS
chr3	129161616	129161772	EH38E3538976	pELS
chr3	129161969	129162142	EH38E3538977	pELS
chr3	129162143	129162310	EH38E3538978	pELS
chr3	129162775	129163122	EH38E2237093	pELS
chr3	129181348	129181572	EH38E3538995	dELS
chr3	129182339	129182586	EH38E3538996	pELS
chr3	129182982	129183139	EH38E3538998	pELS
chr3	129183220	129183560	EH38E4310782	pELS
chr3	129183811	129184161	EH38E3539001	PLS
chr3	129184166	129184376	EH38E3539002	PLS
chr3	129184402	129184556	EH38E3539003	pELS
chr3	129185287	129185457	EH38E3539005	pELS
chr3	129195765	129196111	EH38E2237130	dELS
chr3	129211809	129212159	EH38E2237140	dELS
chr3	129226405	129226755	EH38E3539026	dELS
chr3	129229137	129229466	EH38E3539029	pELS
chr3	129229549	129229724	EH38E3539030	pELS
chr3	129230258	129230604	EH38E3539032	pELS
chr3	129230760	129230981	EH38E2237151	pELS
chr3	129239014	129239215	EH38E2237159	dELS
chr3	129239382	129239538	EH38E3539043	dELS
chr3	129249314	129249660	EH38E4310793	PLS
chr3	129278051	129278396	EH38E3539070	pELS
chr3	129278466	129278633	EH38E3539071	pELS
chr3	129278699	129279047	EH38E3539072	PLS
chr3	129279197	129279358	EH38E3539073	pELS
chr3	129279368	129279581	EH38E2237191	pELS
chr3	129279581	129279931	EH38E3539074	pELS
chr3	129304602	129304863	EH38E3539086	dELS
chr3	129305681	129306030	EH38E3539088	dELS
chr3	129314092	129314442	EH38E3539100	pELS
chr3	129314808	129315156	EH38E2237223	pELS
chr3	129315323	129315604	EH38E3539102	PLS
chr3	129315617	129315942	EH38E4310805	pELS
chr3	129315945	129316146	EH38E3539104	pELS
chr3	129316169	129316462	EH38E3539105	PLS
chr3	129316559	129316872	EH38E3539106	pELS
chr3	129398892	129399238	EH38E3539171	pELS
chr3	129399359	129399529	EH38E3539172	PLS
chr3	129399530	129399856	EH38E2237288	PLS
chr3	129399997	129400324	EH38E3539173	pELS
chr3	129413254	129413526	EH38E3539179	dELS
chr3	129413714	129414047	EH38E3539180	dELS
chr3	129414216	129414457	EH38E2237295	dELS
chr3	129424172	129424520	EH38E2237304	dELS
chr3	129428344	129428504	EH38E2237310	pELS
chr3	129428509	129428849	EH38E3539193	PLS
chr3	129428872	129429130	EH38E2237312	pELS
chr3	129431980	129432328	EH38E2237315	dELS
chr3	129439386	129439704	EH38E3539201	pELS
chr3	129439991	129440341	EH38E3539202	PLS
chr3	129440511	129440667	EH38E3539203	pELS
chr3	129440677	129440864	EH38E3539204	pELS
chr3	129440929	129441238	EH38E2237330	pELS
chr3	129441282	129441598	EH38E2237331	pELS
chr3	129444252	129444598	EH38E3539208	dELS
chr3	129446072	129446255	EH38E3539209	dELS
chr3	129446351	129446636	EH38E3539210	dELS
chr3	129448158	129448479	EH38E2237342	dELS
chr3	129448555	129448905	EH38E4310842	dELS
chr3	129449744	129450092	EH38E3539213	dELS
chr3	129450163	129450389	EH38E3539214	dELS
chr3	129460895	129461045	EH38E2237354	dELS
chr3	129461054	129461399	EH38E2237355	dELS
chr3	129461559	129461827	EH38E2237356	dELS
chr3	129461868	129462218	EH38E3539219	dELS
chr3	129462407	129462621	EH38E2237358	dELS
chr3	129490265	129490615	EH38E2237386	dELS
chr3	129596755	129597104	EH38E3539378	dELS
chr3	129597134	129597343	EH38E3539379	dELS
chr3	129597512	129597851	EH38E2237502	dELS
chr3	129599615	129599965	EH38E2237507	dELS
chr3	129599976	129600187	EH38E3539383	dELS
chr3	129606664	129607014	EH38E3539396	PLS
chr3	129607017	129607242	EH38E3539397	pELS
chr3	129607272	129607498	EH38E3539398	pELS
chr3	129626666	129627016	EH38E3539437	dELS
chr3	129658215	129658560	EH38E3539469	dELS
chr3	129699157	129699505	EH38E2237628	dELS
chr3	129892935	129893140	EH38E3539582	pELS
chr3	129893149	129893377	EH38E3539583	pELS
chr3	129893416	129893574	EH38E3539584	PLS
chr3	129893576	129893922	EH38E3539585	PLS
chr3	129893957	129894163	EH38E3539586	PLS
chr3	130111208	130111362	EH38E3539681	PLS
chr3	130111395	130111744	EH38E3539682	PLS
chr3	130111817	130112167	EH38E3539683	pELS
chr3	130112307	130112542	EH38E4310974	PLS
chr3	130112556	130112767	EH38E4310975	PLS
chr3	130146265	130146446	EH38E3539702	dELS
chr3	130146497	130146696	EH38E3539703	dELS
chr3	130179460	130179612	EH38E3539711	pELS
chr3	130179613	130179961	EH38E3539712	pELS
chr3	130180048	130180343	EH38E3539713	pELS
chr3	130181239	130181440	EH38E3539715	pELS
chr3	130182045	130182232	EH38E3539716	pELS
chr3	130184087	130184423	EH38E3539718	dELS
chr3	130342366	130342676	EH38E3539737	dELS
chr3	130343092	130343439	EH38E3539738	dELS
chr3	130345060	130345277	EH38E2237904	pELS
chr3	130345463	130345813	EH38E2237905	PLS
chr3	130345884	130346124	EH38E3539740	pELS
chr3	130374947	130375291	EH38E2237908	dELS
chr3	130377890	130378236	EH38E3539744	dELS
chr3	130378255	130378412	EH38E2237913	dELS
chr3	130383540	130383741	EH38E3539747	dELS
chr3	130386607	130386911	EH38E3539748	dELS
chr3	130387034	130387203	EH38E3539749	dELS
chr3	130389045	130389280	EH38E3539750	dELS
chr3	130390112	130390435	EH38E3539752	dELS
chr3	130713070	130713378	EH38E3539824	dELS
chr3	130746712	130747062	EH38E3539841	PLS
chr3	130747554	130747899	EH38E4311099	pELS
chr3	130747912	130748119	EH38E4311100	pELS
chr3	130748124	130748352	EH38E3539845	pELS
chr3	130849174	130849523	EH38E2238164	pELS
chr3	130850196	130850523	EH38E2238166	pELS
chr3	130850524	130850716	EH38E3539883	PLS
chr3	130850917	130851192	EH38E2238168	pELS
chr3	130851831	130852146	EH38E3539885	pELS
chr3	130892926	130893242	EH38E2238184	pELS
chr3	130893254	130893422	EH38E4311122	pELS
chr3	130893437	130893610	EH38E4311123	pELS
chr3	130893644	130893794	EH38E3539899	pELS
chr3	130893880	130894230	EH38E2238187	PLS
chr3	130894364	130894526	EH38E3539900	PLS
chr3	130894659	130894887	EH38E3539901	PLS
chr3	130925633	130925974	EH38E2238210	dELS
chr3	130926513	130926860	EH38E3539908	pELS
chr3	131026321	131026471	EH38E3539939	pELS
chr3	131026527	131026680	EH38E2238274	PLS
chr3	131026682	131027032	EH38E3539940	PLS
chr3	131072235	131072583	EH38E2238305	pELS
chr3	131072857	131073206	EH38E2238306	pELS
chr3	131361613	131361963	EH38E2238413	PLS
chr3	131362033	131362376	EH38E3540029	pELS
chr3	131381499	131381849	EH38E2238425	PLS
chr3	131381897	131382052	EH38E3540034	PLS
chr3	131502603	131502773	EH38E2238470	pELS
chr3	131502777	131503127	EH38E3540069	PLS
chr3	132416925	132417125	EH38E3540314	pELS
chr3	132417139	132417342	EH38E3540315	pELS
chr3	132417343	132417665	EH38E3540316	PLS
chr3	132417817	132418070	EH38E3540317	pELS
chr3	132418180	132418478	EH38E3540318	pELS
chr3	132659335	132659547	EH38E2239016	pELS
chr3	132659569	132659785	EH38E3540410	PLS
chr3	132659820	132660037	EH38E3540411	PLS
chr3	132660057	132660397	EH38E3540412	PLS
chr3	132660398	132660744	EH38E3540413	pELS
chr3	132660874	132661024	EH38E3540414	pELS
chr3	132721483	132721736	EH38E3540428	PLS
chr3	132721885	132722167	EH38E3540429	pELS
chr3	132722268	132722419	EH38E4311420	PLS
chr3	132722426	132722590	EH38E3540431	PLS
chr3	132722621	132722955	EH38E3540432	pELS
chr3	132723095	132723293	EH38E2239059	pELS
chr3	132912172	132912360	EH38E2239135	dELS
chr3	132912374	132912717	EH38E3540476	dELS
chr3	132926150	132926377	EH38E3540481	dELS
chr3	133038138	133038485	EH38E2239165	PLS
chr3	133159553	133159860	EH38E3540545	dELS
chr3	133572395	133572733	EH38E2239517	pELS
chr3	133572796	133572946	EH38E4311568	pELS
chr3	133573255	133573605	EH38E3540749	pELS
chr3	133573793	133573952	EH38E4311569	PLS
chr3	133573958	133574183	EH38E4311570	PLS
chr3	133574338	133574682	EH38E4311571	PLS
chr3	133661507	133661793	EH38E4311579	pELS
chr3	133661814	133662164	EH38E3540799	PLS
chr3	133662258	133662593	EH38E3540800	PLS
chr3	133747945	133748264	EH38E3540834	pELS
chr3	133748289	133748613	EH38E3540835	dELS
chr3	133753849	133754175	EH38E3540839	dELS
chr3	133805587	133805937	EH38E3540857	PLS
chr3	133806054	133806278	EH38E3540858	PLS
chr3	133851243	133851478	EH38E3540877	dELS
chr3	133851478	133851825	EH38E3540878	dELS
chr3	133874829	133875064	EH38E3540903	dELS
chr3	133892495	133892844	EH38E3540922	dELS
chr3	133895517	133895674	EH38E3540930	PLS
chr3	133895676	133895961	EH38E3540931	PLS
chr3	134250251	134250492	EH38E3541129	pELS
chr3	134250495	134250655	EH38E3541130	PLS
chr3	134250737	134251086	EH38E2239952	PLS
chr3	134484848	134485060	EH38E2240203	pELS
chr3	134485195	134485414	EH38E2240204	pELS
chr3	134485649	134485911	EH38E4311775	PLS
chr3	134485916	134486265	EH38E1226372	PLS
chr3	134486276	134486434	EH38E3541348	PLS
chr3	134486783	134487069	EH38E2240209	pELS
chr3	134487401	134487751	EH38E3541350	pELS
chr3	135513783	135514122	EH38E2240684	dELS
chr3	135581839	135582134	EH38E3541738	dELS
chr3	135965527	135965841	EH38E3541820	PLS
chr3	136135084	136135429	EH38E3541877	dELS
chr3	136135456	136135794	EH38E3541878	dELS
chr3	136193300	136193624	EH38E3541919	pELS
chr3	136193686	136193961	EH38E2240948	pELS
chr3	136194397	136194746	EH38E3541920	PLS
chr3	136194897	136195069	EH38E2240951	pELS
chr3	136195119	136195335	EH38E2240952	pELS
chr3	136195478	136195690	EH38E3541921	pELS
chr3	136195735	136196085	EH38E3541922	pELS
chr3	136196337	136196687	EH38E3541923	PLS
chr3	136196749	136196900	EH38E3541924	pELS
chr3	136196928	136197082	EH38E3541925	pELS
chr3	136197152	136197317	EH38E4312129	pELS
chr3	136197381	136197663	EH38E3541927	pELS
chr3	136250381	136250731	EH38E2240977	PLS
chr3	136250766	136250966	EH38E2240978	pELS
chr3	136251066	136251416	EH38E2240979	pELS
chr3	136251607	136251887	EH38E3541948	pELS
chr3	136330931	136331276	EH38E3541968	dELS
chr3	136437138	136437463	EH38E3541990	dELS
chr3	136616232	136616541	EH38E3542033	dELS
chr3	136617257	136617604	EH38E3542035	dELS
chr3	136690645	136690809	EH38E3542063	dELS
chr3	136749053	136749391	EH38E2241194	dELS
chr3	136750226	136750429	EH38E3542094	dELS
chr3	136751349	136751684	EH38E3542096	pELS
chr3	136751690	136751982	EH38E3542097	pELS
chr3	136752047	136752253	EH38E3542098	pELS
chr3	136752412	136752762	EH38E2241201	PLS
chr3	136752878	136753216	EH38E3542099	pELS
chr3	136753308	136753479	EH38E3542100	pELS
chr3	136753545	136753700	EH38E2241204	pELS
chr3	136753830	136754047	EH38E3542101	pELS
chr3	136754047	136754378	EH38E3542102	pELS
chr3	136786855	136787036	EH38E3542115	dELS
chr3	136818255	136818601	EH38E3542129	pELS
chr3	136818875	136819224	EH38E2241236	PLS
chr3	136819518	136819850	EH38E2241238	pELS
chr3	136838711	136838895	EH38E2241248	pELS
chr3	136839118	136839468	EH38E2241249	pELS
chr3	136839594	136839841	EH38E3542136	pELS
chr3	136840249	136840582	EH38E3542137	pELS
chr3	136860625	136860854	EH38E2241263	pELS
chr3	136861368	136861692	EH38E3542144	pELS
chr3	136861692	136861913	EH38E3542145	pELS
chr3	136861925	136862275	EH38E3542146	PLS
chr3	136862345	136862499	EH38E2241268	PLS
chr3	136862591	136862940	EH38E2241269	pELS
chr3	136862961	136863139	EH38E2241270	pELS
chr3	136957680	136958008	EH38E2241341	pELS
chr3	137013899	137014225	EH38E3542215	dELS
chr3	137014331	137014678	EH38E3542216	dELS
chr3	138115334	138115517	EH38E3542427	PLS
chr3	138115564	138115914	EH38E3542428	PLS
chr3	138174227	138174512	EH38E2241729	pELS
chr3	138174550	138174717	EH38E3542452	pELS
chr3	138174721	138175069	EH38E3542453	PLS
chr3	138186326	138186572	EH38E2241735	pELS
chr3	138186872	138187073	EH38E3542458	pELS
chr3	138187085	138187432	EH38E3542459	PLS
chr3	138187464	138187796	EH38E3542460	PLS
chr3	138187800	138187964	EH38E3542461	pELS
chr3	138188091	138188349	EH38E3542462	pELS
chr3	138199879	138200225	EH38E2241751	dELS
chr3	138200398	138200665	EH38E3542466	dELS
chr3	138329725	138330075	EH38E3542528	PLS
chr3	138348151	138348360	EH38E3542539	pELS
chr3	138348385	138348735	EH38E3542540	PLS
chr3	138348752	138348953	EH38E3542541	PLS
chr3	138593842	138594091	EH38E3542700	pELS
chr3	138594188	138594538	EH38E3542701	PLS
chr3	138594642	138594992	EH38E2242006	pELS
chr3	138608577	138608787	EH38E4312511	PLS
chr3	138608798	138609142	EH38E4312512	PLS
chr3	138609162	138609383	EH38E4312513	pELS
chr3	138686701	138687045	EH38E3542741	dELS
chr3	138694328	138694678	EH38E3542747	dELS
chr3	138694700	138694910	EH38E4312529	dELS
chr3	138726212	138726534	EH38E2242070	dELS
chr3	138744284	138744633	EH38E3542758	dELS
chr3	138782796	138783139	EH38E3542781	dELS
chr3	138823760	138824108	EH38E2242135	pELS
chr3	138832110	138832305	EH38E2242146	dELS
chr3	138832472	138832622	EH38E3542819	dELS
chr3	138832691	138833037	EH38E3542820	pELS
chr3	138833194	138833365	EH38E3542821	pELS
chr3	138833440	138833774	EH38E2242149	pELS
chr3	138833917	138834263	EH38E3542822	pELS
chr3	138834289	138834476	EH38E3542823	pELS
chr3	138834513	138834703	EH38E3542824	PLS
chr3	138834805	138835139	EH38E3542825	PLS
chr3	138835182	138835356	EH38E2242154	pELS
chr3	138835407	138835586	EH38E2242155	pELS
chr3	138861782	138862125	EH38E3542840	dELS
chr3	138862537	138862885	EH38E3542841	dELS
chr3	138863009	138863353	EH38E3542842	dELS
chr3	138863405	138863752	EH38E3542843	dELS
chr3	138863941	138864101	EH38E3542844	dELS
chr3	138875158	138875449	EH38E3542849	dELS
chr3	138875511	138875716	EH38E3542850	dELS
chr3	138875786	138876135	EH38E3542851	dELS
chr3	138877216	138877564	EH38E2242186	dELS
