chrom	start	end	rDHS	cCRE_type	gene_id	strand
chr5	154783728	154784025	EH38E2423424	dELS		
chr5	154784082	154784402	EH38E3672509	dELS		
chr5	154786518	154786673	EH38E3672511	dELS		
chr5	154818451	154818800	EH38E2423447	dELS		
chr5	154818835	154819076	EH38E3672531	dELS		
chr5	154819206	154819380	EH38E3672532	dELS		
chr5	154834765	154834979	EH38E3672544	dELS		
chr5	154835026	154835374	EH38E2423463	dELS		
chr5	154835379	154835598	EH38E2423464	dELS		
chr5	154840806	154841155	EH38E3672547	dELS		
chr5	154841221	154841453	EH38E2423469	dELS		
chr5	154844852	154845186	EH38E3672550	dELS		
chr5	154858075	154858279	EH38E3672561	PLS	ENSG00000155508.14	+
chr5	154858312	154858660	EH38E3672562	PLS	ENSG00000155508.14	+
chr5	154938081	154938431	EH38E2423538	PLS	ENSG00000082516.9	-
chr5	154940911	154941255	EH38E3672591	PLS	ENSG00000082515.18	+
chr5	154943665	154943845	EH38E2423547	dELS		
chr5	157142494	157142657	EH38E3673131	PLS	ENSG00000155868.8	-
chr5	157142729	157143079	EH38E3673132	PLS	ENSG00000135077.10	-
chr5	157142729	157143079	EH38E3673132	PLS	ENSG00000155868.8	-
chr5	157265879	157266224	EH38E3673237	PLS	ENSG00000055163.20	
chr5	157273180	157273385	EH38E3673246	dELS		
chr5	157535145	157535494	EH38E3673427	dELS		
chr5	157544609	157544958	EH38E3673439	dELS		
chr5	157575499	157575658	EH38E3673479	PLS	ENSG00000135074.16	-
chr5	157575681	157575947	EH38E3673480	PLS	ENSG00000135074.16	-
chr5	157611039	157611379	EH38E3673510	dELS		
chr5	157611390	157611540	EH38E4386545	dELS		
chr5	157611630	157611979	EH38E3673511	dELS		
chr5	157731282	157731539	EH38E4386573	PLS	ENSG00000113272.14	+
chr5	157743483	157743832	EH38E3673563	PLS	ENSG00000155858.6	+
chr5	157858985	157859335	EH38E3673611	PLS	ENSG00000113282.14	-
chr5	159099995	159100149	EH38E2425893	PLS	ENSG00000164330.17	
chr5	159100229	159100579	EH38E2425894	PLS	ENSG00000245812.4	
chr5	159100615	159100821	EH38E3674175	PLS	ENSG00000245812.4	
chr5	159128093	159128421	EH38E3674192	dELS		
chr5	159128458	159128657	EH38E3674193	dELS		
chr5	159204258	159204459	EH38E2425960	dELS		
chr5	159207603	159207951	EH38E3674229	PLS	ENSG00000145860.12	
chr5	159207997	159208331	EH38E3674230	PLS	ENSG00000145860.12	
chr5	159209477	159209826	EH38E3674233	PLS	ENSG00000145860.12	
chr5	159240250	159240402	EH38E3674240	dELS		
chr5	159240429	159240772	EH38E2425994	dELS		
chr5	159262993	159263342	EH38E4386846	PLS	ENSG00000164332.8	+
chr5	159262993	159263342	EH38E4386846	PLS	ENSG00000288764.1	
chr5	159302235	159302567	EH38E3674264	dELS		
chr5	159331344	159331575	EH38E3674292	PLS	ENSG00000249738.10	
chr5	160008899	160009249	EH38E2426417	PLS	ENSG00000113312.12	+
chr5	160080543	160080850	EH38E2426472	dELS		
chr5	160080882	160081222	EH38E3674619	dELS		
chr5	160119420	160119770	EH38E3674643	PLS	ENSG00000170234.13	-
chr5	160197286	160197632	EH38E3674681	dELS		
chr5	160197729	160198027	EH38E3674682	dELS		
chr5	160243943	160244127	EH38E4387070	dELS		
chr5	160244131	160244422	EH38E3674708	dELS		
chr5	160244453	160244640	EH38E3674709	dELS		
chr5	160260896	160261246	EH38E3674725	dELS		
chr5	160261384	160261596	EH38E2426596	dELS		
chr5	160261603	160261810	EH38E3674726	dELS		
chr5	160262689	160263034	EH38E3674727	dELS		
chr5	160399891	160400240	EH38E3674819	PLS	ENSG00000221886.4	-
chr5	160419002	160419352	EH38E3674828	PLS	ENSG00000164609.10	-
chr5	160421639	160421989	EH38E3674832	PLS	ENSG00000164611.13	+
chr5	160422006	160422214	EH38E3674833	PLS	ENSG00000164611.13	+
chr5	163379622	163379964	EH38E3675427	dELS		
chr5	163434504	163434854	EH38E2427512	dELS		
chr5	163437069	163437284	EH38E2427516	PLS	ENSG00000254186.3	
chr5	163437290	163437638	EH38E3675444	PLS	ENSG00000113328.19	
chr5	163437290	163437638	EH38E3675444	PLS	ENSG00000254186.3	
chr5	163459843	163460009	EH38E2427532	PLS	ENSG00000170584.11	
chr5	163460065	163460285	EH38E4387643	PLS	ENSG00000170584.11	
chr5	163460299	163460648	EH38E3675453	PLS	ENSG00000072571.20	+
chr5	163462698	163462916	EH38E3675458	dELS		
chr5	163503057	163503384	EH38E3675470	PLS	ENSG00000038274.18	+
chr5	163503746	163503947	EH38E2427556	PLS	ENSG00000038274.18	+
chr5	163505404	163505753	EH38E3675475	PLS	ENSG00000038274.18	+
chr5	163505765	163505975	EH38E4387650	PLS	ENSG00000038274.18	+
chr5	163506006	163506208	EH38E4387651	PLS	ENSG00000038274.18	+
chr5	164345557	164345749	EH38E3675700	dELS		
chr5	164345950	164346151	EH38E2427857	dELS		
chr5	164346899	164347178	EH38E3675701	dELS		
chr5	164347203	164347360	EH38E3675702	dELS		
chr5	164347392	164347568	EH38E4387839	dELS		
chr5	164359913	164360255	EH38E3675711	dELS		
chr5	164360597	164360923	EH38E3675712	dELS		
chr5	168486245	168486591	EH38E3676713	PLS	ENSG00000113643.9	+
chr5	168570595	168570771	EH38E3676731	dELS		
chr5	168570775	168571119	EH38E2429367	dELS		
chr5	168579372	168579544	EH38E4388716	PLS	ENSG00000120137.7	-
chr5	168693328	168693656	EH38E3676806	dELS		
chr5	168813322	168813531	EH38E2429562	dELS		
chr5	168813626	168813976	EH38E3676858	dELS		
chr5	169583520	169583869	EH38E3677213	PLS	ENSG00000040275.17	+
chr5	169636997	169637347	EH38E2430109	PLS	ENSG00000134516.20	+
chr5	169650995	169651345	EH38E2430127	dELS		
chr5	169745439	169745783	EH38E3677288	dELS		
chr5	169745840	169746122	EH38E2430198	dELS		
chr5	169746305	169746629	EH38E3677289	dELS		
chr5	169803087	169803437	EH38E3677321	dELS		
chr5	169803537	169803812	EH38E2430248	dELS		
chr5	169803852	169804013	EH38E3677322	dELS		
chr5	170248708	170248913	EH38E3677511	dELS		
chr5	170278547	170278897	EH38E3677546	dELS		
chr5	170278949	170279112	EH38E4389061	dELS		
chr5	170279139	170279316	EH38E4389062	dELS		
chr5	170279341	170279534	EH38E2430581	dELS		
chr5	170297670	170298020	EH38E3677585	PLS	ENSG00000043462.13	-
chr5	170302985	170303141	EH38E3677593	dELS		
chr5	170303142	170303490	EH38E3677594	dELS		
chr5	170331203	170331553	EH38E3677615	PLS	ENSG00000235172.9	
chr5	170333595	170333925	EH38E2430641	dELS		
chr5	171387021	171387187	EH38E3678010	PLS	ENSG00000181163.14	+
chr5	171387493	171387843	EH38E3678011	PLS	ENSG00000181163.14	+
chr5	171388413	171388762	EH38E3678012	PLS	ENSG00000181163.14	+
chr5	171409202	171409396	EH38E3678026	dELS		
chr5	171494273	171494468	EH38E3678095	dELS		
chr5	171494552	171494859	EH38E3678096	dELS		
chr5	171494892	171495099	EH38E3678097	dELS		
chr5	171534062	171534405	EH38E3678113	dELS		
chr5	171534505	171534832	EH38E2431278	dELS		
chr5	171842056	171842393	EH38E3678230	dELS		
chr5	171954015	171954350	EH38E3678295	dELS		
chr5	172006374	172006562	EH38E4389569	PLS	ENSG00000072803.18	-
chr5	172006584	172006798	EH38E4389570	PLS	ENSG00000072803.18	-
chr5	172006803	172007153	EH38E3678341	PLS	ENSG00000072803.18	-
chr5	172006803	172007153	EH38E3678341	PLS	ENSG00000288799.1	
chr5	172007167	172007372	EH38E2431609	PLS	ENSG00000288799.1	
chr5	172141679	172142014	EH38E3678441	dELS		
chr5	172142023	172142231	EH38E3678442	dELS		
chr5	172142345	172142643	EH38E2431724	dELS		
chr5	172142870	172143098	EH38E3678443	dELS		
chr5	172144347	172144694	EH38E3678445	dELS		
chr5	172150592	172150942	EH38E3678455	dELS		
chr5	172188055	172188225	EH38E3678503	PLS	ENSG00000072786.13	-
chr5	172188230	172188576	EH38E3678504	PLS	ENSG00000072786.13	-
chr5	172283499	172283674	EH38E3678536	PLS	ENSG00000168246.6	-
chr5	172283773	172283942	EH38E3678537	PLS	ENSG00000168246.6	-
chr5	172454398	172454747	EH38E3678663	PLS	ENSG00000174705.13	-
chr5	172641040	172641371	EH38E3678806	PLS	ENSG00000214357.9	+
chr5	172697462	172697804	EH38E3678890	PLS	ENSG00000253445.1	
chr5	172765280	172765613	EH38E3678964	dELS		
chr5	172771099	172771448	EH38E3678976	PLS	ENSG00000120129.6	-
chr5	172772007	172772335	EH38E3678979	PLS	ENSG00000253736.4	
chr5	172772381	172772731	EH38E3678980	PLS	ENSG00000289170.1	
chr5	172788807	172789031	EH38E3679000	dELS		
chr5	172789042	172789372	EH38E3679001	dELS		
chr5	172789518	172789716	EH38E3679002	dELS		
chr5	172789765	172789916	EH38E3679003	dELS		
chr5	172789927	172790273	EH38E3679004	dELS		
chr5	172794129	172794479	EH38E2432358	dELS		
chr5	172800147	172800494	EH38E3679021	dELS		
chr5	172801244	172801594	EH38E2432367	dELS		
chr5	172802165	172802500	EH38E3679024	dELS		
chr5	172802669	172803019	EH38E2432369	dELS		
chr5	172803143	172803318	EH38E3679025	dELS		
chr5	172834106	172834456	EH38E3679053	PLS	ENSG00000113719.17	+
chr5	172881904	172882254	EH38E2432475	dELS		
chr5	172901107	172901456	EH38E3679149	dELS		
chr5	172902224	172902572	EH38E3679151	dELS		
chr5	172902822	172903159	EH38E3679152	dELS		
chr5	172958675	172958963	EH38E3679210	PLS	ENSG00000037241.7	+
chr5	172958675	172958963	EH38E3679210	PLS	ENSG00000204758.8	
chr5	172959190	172959539	EH38E3679211	PLS	ENSG00000037241.7	+
chr5	172959190	172959539	EH38E3679211	PLS	ENSG00000204758.8	
chr5	172959564	172959752	EH38E2432573	PLS	ENSG00000037241.7	+
chr5	172983597	172983927	EH38E3679225	PLS	ENSG00000113732.9	+
chr5	172983947	172984111	EH38E3679226	PLS	ENSG00000113732.9	+
chr5	173029455	173029752	EH38E2432628	dELS		
chr5	173029767	173029981	EH38E3679255	dELS		
chr5	173056090	173056440	EH38E3679278	PLS	ENSG00000164463.12	+
chr5	173144319	173144669	EH38E3679307	PLS	ENSG00000113734.18	+
chr5	173144841	173145176	EH38E3679309	PLS	ENSG00000253172.1	-
chr5	173323972	173324320	EH38E3679441	dELS		
chr5	173324338	173324538	EH38E2432872	dELS		
chr5	173328360	173328705	EH38E2432882	PLS	ENSG00000113739.11	-
chr5	173455200	173455549	EH38E3679497	dELS		
chr5	173455704	173455926	EH38E3679498	dELS		
chr5	173616326	173616513	EH38E4389915	PLS	ENSG00000145919.11	-
chr5	173616591	173616939	EH38E3679604	PLS	ENSG00000145919.11	-
chr5	173763495	173763743	EH38E3679741	dELS		
chr5	173764362	173764701	EH38E2433243	dELS		
chr5	173764847	173765015	EH38E3679744	dELS		
chr5	173766204	173766376	EH38E2433247	dELS		
chr5	173766413	173766761	EH38E2433248	dELS		
chr5	173771103	173771451	EH38E2433253	dELS		
chr5	173778053	173778403	EH38E2433262	dELS		
chr5	173778743	173779084	EH38E3679760	dELS		
chr5	173779110	173779367	EH38E2433264	dELS		
chr5	173781690	173782037	EH38E2433269	dELS		
chr5	173782058	173782407	EH38E2433270	dELS		
chr5	173782415	173782610	EH38E3679766	dELS		
chr5	173782652	173783001	EH38E3679767	dELS		
chr5	173822490	173822838	EH38E3679808	dELS		
chr5	173839241	173839591	EH38E3679824	dELS		
chr5	173850621	173850808	EH38E2433365	dELS		
chr5	173851151	173851416	EH38E3679830	dELS		
chr5	173851850	173852194	EH38E2433367	dELS		
chr5	173852395	173852730	EH38E3679831	dELS		
chr5	173853453	173853750	EH38E3679833	dELS		
chr5	173853819	173853993	EH38E2433369	dELS		
chr5	173854228	173854572	EH38E3679834	dELS		
chr5	173855415	173855621	EH38E3679836	dELS		
chr5	173855681	173855988	EH38E3679837	dELS		
chr5	173857265	173857604	EH38E2433377	dELS		
chr5	173858025	173858357	EH38E3679839	dELS		
chr5	173858690	173859040	EH38E3679840	dELS		
chr5	173859199	173859392	EH38E3679841	dELS		
chr5	173859405	173859555	EH38E3679842	dELS		
chr5	173859682	173860024	EH38E2433383	dELS		
chr5	173860103	173860286	EH38E2433384	dELS		
chr5	173860595	173860944	EH38E3679843	dELS		
chr5	173862154	173862490	EH38E3679845	dELS		
chr5	173864451	173864645	EH38E3679848	dELS		
chr5	173864652	173865002	EH38E3679849	dELS		
chr5	173866231	173866404	EH38E3679852	dELS		
chr5	173866409	173866755	EH38E3679853	dELS		
chr5	173867039	173867245	EH38E3679854	dELS		
chr5	173867401	173867564	EH38E4389971	dELS		
chr5	173878248	173878564	EH38E2433406	dELS		
chr5	173878601	173878890	EH38E3679862	dELS		
chr5	173884548	173884723	EH38E3679870	dELS		
chr5	173884781	173885127	EH38E3679871	dELS		
chr5	173885140	173885302	EH38E3679872	dELS		
chr5	173885542	173885880	EH38E3679873	dELS		
chr5	173886186	173886475	EH38E3679874	dELS		
chr5	173888042	173888391	EH38E3679877	PLS	ENSG00000113742.14	+
chr5	173892969	173893185	EH38E3679885	PLS	ENSG00000113742.14	+
chr5	173917902	173918251	EH38E2433477	PLS	ENSG00000113742.14	+
chr5	173970393	173970681	EH38E2433538	dELS		
chr5	173973630	173973968	EH38E3679964	dELS		
chr5	174382635	174382984	EH38E3680144	dELS		
chr5	174532551	174532900	EH38E3680224	dELS		
chr5	175129109	175129441	EH38E2434149	dELS		
chr5	175478354	175478704	EH38E2434313	PLS	ENSG00000164466.13	+
chr5	175480466	175480811	EH38E4390333	dELS		
chr5	175517867	175518216	EH38E3680561	dELS		
chr5	175968098	175968411	EH38E4390474	PLS	ENSG00000051596.10	-
chr5	176216365	176216612	EH38E3680904	dELS		
chr5	176238304	176238515	EH38E3680912	PLS	ENSG00000170085.18	+
chr5	176361502	176361669	EH38E2434731	PLS	ENSG00000122203.15	-
chr5	176361692	176362042	EH38E3680933	PLS	ENSG00000122203.15	-
chr5	176388300	176388613	EH38E4390567	PLS	ENSG00000048162.22	-
chr5	176388640	176388807	EH38E4390568	PLS	ENSG00000048162.22	-
chr5	176388640	176388807	EH38E4390568	PLS	ENSG00000146066.3	+
chr5	176388911	176389260	EH38E3680968	PLS	ENSG00000048162.22	-
chr5	176396350	176396686	EH38E3680976	dELS		
chr5	176416426	176416776	EH38E3681012	PLS	ENSG00000175416.16	-
chr5	176448063	176448413	EH38E3681036	PLS	ENSG00000113194.13	+
chr5	176481692	176482014	EH38E3681054	dELS		
chr5	176537233	176537574	EH38E3681097	PLS	ENSG00000146083.12	-
chr5	176542377	176542538	EH38E3681104	PLS	ENSG00000074276.11	+
chr5	176542540	176542781	EH38E3681105	PLS	ENSG00000074276.11	+
chr5	176609970	176610313	EH38E3681183	PLS	ENSG00000169258.7	-
chr5	176647128	176647478	EH38E3681227	PLS	ENSG00000048140.18	+
chr5	176650332	176650549	EH38E3681234	dELS		
chr5	176650609	176650855	EH38E3681235	dELS		
chr5	176675686	176676012	EH38E4390651	dELS		
chr5	176676337	176676681	EH38E3681258	dELS		
chr5	176810311	176810590	EH38E4390720	PLS	ENSG00000113763.12	+
chr5	176994665	176995015	EH38E3681530	dELS		
chr5	176995156	176995435	EH38E3681531	dELS		
chr5	177006385	177006600	EH38E3681538	PLS	ENSG00000087206.17	-
chr5	177006645	177006971	EH38E2435271	PLS	ENSG00000087206.17	-
chr5	177022499	177022845	EH38E3681550	PLS	ENSG00000113761.12	+
chr5	177025006	177025278	EH38E2435281	dELS		
chr5	177025339	177025592	EH38E2435282	dELS		
chr5	177086610	177086953	EH38E3681583	PLS	ENSG00000160867.15	+
chr5	177116672	177116833	EH38E3681630	dELS		
chr5	177116852	177117196	EH38E3681631	dELS		
chr5	177133170	177133373	EH38E3681646	PLS	ENSG00000165671.22	+
chr5	177133521	177133866	EH38E3681647	PLS	ENSG00000165671.22	+
chr5	177134005	177134348	EH38E3681648	PLS	ENSG00000165671.22	+
chr5	177134871	177135082	EH38E3681651	PLS	ENSG00000165671.22	+
chr5	177300251	177300600	EH38E2435465	dELS		
chr5	177303593	177303940	EH38E3681728	PLS	ENSG00000169228.14	-
chr5	177303593	177303940	EH38E3681728	PLS	ENSG00000169230.10	+
chr5	177311908	177312194	EH38E4390823	PLS	ENSG00000213347.11	-
chr5	177312700	177312862	EH38E3681748	PLS	ENSG00000213347.11	-
chr5	177351610	177351761	EH38E4390843	PLS	ENSG00000169223.16	-
chr5	177357636	177357984	EH38E3681798	PLS	ENSG00000169220.18	+
chr5	177362731	177363078	EH38E3681809	dELS		
chr5	177363148	177363495	EH38E2435541	dELS		
chr5	177366058	177366384	EH38E3681813	dELS		
chr5	177366454	177366653	EH38E3681814	dELS		
chr5	177366725	177367004	EH38E3681815	dELS		
chr5	177367060	177367408	EH38E3681816	dELS		
chr5	177367467	177367749	EH38E3681817	dELS		
chr5	177368038	177368254	EH38E3681818	dELS		
chr5	177368255	177368476	EH38E3681819	dELS		
chr5	177370508	177370681	EH38E4390847	dELS		
chr5	177370711	177371058	EH38E2435557	dELS		
chr5	177371134	177371334	EH38E4390848	dELS		
chr5	177377999	177378218	EH38E3681832	dELS		
chr5	177378910	177379257	EH38E3681834	dELS		
chr5	177379418	177379755	EH38E3681835	dELS		
chr5	177403343	177403692	EH38E3681862	dELS		
chr5	177403712	177404062	EH38E4390861	dELS		
chr5	177404180	177404342	EH38E3681864	dELS		
chr5	177404373	177404709	EH38E3681865	dELS		
chr5	177429317	177429664	EH38E3681892	dELS		
chr5	177446588	177446872	EH38E3681931	PLS	ENSG00000131188.12	+
chr5	177447885	177448234	EH38E3681934	PLS	ENSG00000246334.3	
chr5	177454492	177454838	EH38E3681947	dELS		
chr5	177454972	177455265	EH38E4390874	dELS		
chr5	177455314	177455662	EH38E3681949	dELS		
chr5	177455691	177455947	EH38E3681950	dELS		
chr5	177456127	177456302	EH38E3681951	dELS		
chr5	177456336	177456686	EH38E3681952	dELS		
chr5	177473143	177473337	EH38E3681977	PLS	ENSG00000113758.14	-
chr5	177473574	177473856	EH38E3681978	PLS	ENSG00000113758.14	-
chr5	177475877	177476092	EH38E4390881	dELS		
chr5	177476146	177476299	EH38E4390882	dELS		
chr5	177476911	177477120	EH38E2435700	dELS		
chr5	177494716	177495064	EH38E3682013	PLS	ENSG00000248996.1	
chr5	177497306	177497479	EH38E3682020	PLS	ENSG00000196923.14	-
chr5	177497535	177497884	EH38E2435738	PLS	ENSG00000196923.14	-
chr5	177507301	177507513	EH38E3682036	dELS		
chr5	177509536	177509878	EH38E2435760	PLS	ENSG00000146094.16	-
chr5	177516949	177517298	EH38E3682048	PLS	ENSG00000183258.12	-
chr5	177529275	177529613	EH38E3682062	dELS		
chr5	177529706	177529937	EH38E3682063	dELS		
chr5	177529999	177530205	EH38E3682064	dELS		
chr5	177554450	177554800	EH38E3682090	PLS	ENSG00000146067.16	
chr5	177557054	177557399	EH38E3682095	dELS		
chr5	177557604	177557796	EH38E3682096	dELS		
chr5	177567313	177567545	EH38E3682102	dELS		
chr5	177591981	177592329	EH38E3682107	PLS	ENSG00000184840.12	+
chr5	177599924	177600269	EH38E3682122	PLS	ENSG00000027847.14	+
chr5	178113326	178113673	EH38E3682257	PLS	ENSG00000145911.6	+
chr5	178115829	178116006	EH38E4391048	dELS		
chr5	178116042	178116356	EH38E3682265	dELS		
chr5	178116362	178116563	EH38E3682266	dELS		
chr5	178116578	178116927	EH38E3682267	dELS		
chr5	178126597	178126935	EH38E2435947	dELS		
chr5	178127260	178127608	EH38E3682293	dELS		
chr5	178127714	178127958	EH38E3682294	dELS		
chr5	178130795	178131138	EH38E3682299	PLS	ENSG00000145916.19	+
chr5	178149972	178150215	EH38E3682312	dELS		
chr5	178151450	178151765	EH38E3682314	dELS		
chr5	178153558	178153727	EH38E3682317	PLS	ENSG00000145912.9	
chr5	178153863	178154212	EH38E3682318	PLS	ENSG00000145912.9	
chr5	178182252	178182602	EH38E2435984	dELS		
chr5	178204284	178204634	EH38E3682347	PLS	ENSG00000197451.12	+
chr5	178204284	178204634	EH38E3682347	PLS	ENSG00000289390.1	-
chr5	178206563	178206880	EH38E3682354	dELS		
chr5	178207193	178207532	EH38E2436009	dELS		
chr5	178212189	178212448	EH38E2436019	dELS		
chr5	178212549	178212824	EH38E4391080	dELS		
chr5	178212862	178213074	EH38E3682361	dELS		
chr5	178213093	178213439	EH38E3682362	dELS		
chr5	178214049	178214299	EH38E4391081	dELS		
chr5	178215718	178215900	EH38E3682368	dELS		
chr5	178232348	178232554	EH38E3682391	PLS	ENSG00000175309.15	-
chr5	178232556	178232823	EH38E3682392	PLS	ENSG00000175309.15	-
chr5	178232847	178233048	EH38E3682393	PLS	ENSG00000175309.15	-
chr5	178449144	178449493	EH38E3682656	dELS		
chr5	178449553	178449827	EH38E3682657	dELS		
chr5	178449932	178450133	EH38E3682658	dELS		
chr5	178450273	178450622	EH38E2436259	dELS		
chr5	178450648	178450976	EH38E3682659	dELS		
chr5	178453271	178453619	EH38E3682660	dELS		
chr5	178555037	178555386	EH38E3682778	dELS		
chr5	178590230	178590569	EH38E3682804	PLS	ENSG00000050767.18	-
chr5	178626745	178626946	EH38E3682816	PLS	ENSG00000113240.14	-
chr5	178626952	178627301	EH38E3682817	PLS	ENSG00000113240.14	-
chr5	178730586	178730936	EH38E3682861	PLS	ENSG00000169131.13	-
chr5	178832150	178832414	EH38E4391219	dELS		
chr5	178832554	178832743	EH38E3682916	dELS		
chr5	178832768	178833101	EH38E3682917	dELS		
chr5	178859839	178860186	EH38E2436528	PLS	ENSG00000178338.11	+
chr5	179023593	179023943	EH38E3682984	PLS	ENSG00000234284.7	+
chr5	179550283	179550464	EH38E3683375	PLS	ENSG00000176783.15	+
chr5	179550521	179550672	EH38E3683376	PLS	ENSG00000176783.15	+
chr5	179610141	179610294	EH38E2436941	dELS		
chr5	179610375	179610584	EH38E3683409	dELS		
chr5	179611794	179612135	EH38E3683414	dELS		
chr5	179612614	179612839	EH38E3683416	dELS		
chr5	179612868	179613040	EH38E2436947	dELS		
chr5	179613202	179613354	EH38E3683417	dELS		
chr5	179613532	179613697	EH38E2436949	dELS		
chr5	179613713	179614062	EH38E2436950	dELS		
chr5	179623074	179623309	EH38E4391436	PLS	ENSG00000169045.17	
chr5	179623637	179623987	EH38E3683430	PLS	ENSG00000169045.17	
chr5	179624439	179624781	EH38E3683432	PLS	ENSG00000169045.17	
chr5	179678441	179678789	EH38E3683450	PLS	ENSG00000127022.16	+
chr5	179678861	179679027	EH38E4391456	PLS	ENSG00000225051.5	
chr5	179698330	179698484	EH38E4391464	PLS	ENSG00000127022.16	+
chr5	179698615	179698965	EH38E3683463	PLS	ENSG00000127022.16	+
chr5	179699069	179699273	EH38E3683464	PLS	ENSG00000127022.16	+
chr5	179699970	179700274	EH38E2437003	PLS	ENSG00000127022.16	+
chr5	179732527	179732877	EH38E3683486	PLS	ENSG00000161021.13	+
chr5	179762158	179762428	EH38E3683509	dELS		
chr5	179762441	179762608	EH38E3683510	dELS		
chr5	179765364	179765714	EH38E3683517	dELS		
chr5	179766422	179766654	EH38E3683519	dELS		
chr5	179766657	179767007	EH38E3683520	dELS		
chr5	179806797	179807147	EH38E3683588	PLS	ENSG00000161013.17	-
chr5	179811192	179811477	EH38E3683593	dELS		
chr5	179811645	179811864	EH38E3683594	dELS		
chr5	179812492	179812841	EH38E3683596	dELS		
chr5	179818005	179818352	EH38E3683605	dELS		
chr5	179818500	179818719	EH38E3683606	dELS		
chr5	179820717	179821061	EH38E3683611	PLS	ENSG00000161011.20	+
chr5	179858719	179859069	EH38E2437186	PLS	ENSG00000161010.16	-
chr5	179858719	179859069	EH38E2437186	PLS	ENSG00000245317.2	
chr5	179907536	179907762	EH38E3683735	PLS	ENSG00000197226.13	-
chr5	179907779	179908122	EH38E3683736	PLS	ENSG00000197226.13	-
chr5	180006779	180007102	EH38E3683786	dELS		
chr5	180007628	180007968	EH38E2437280	dELS		
chr5	180071614	180071958	EH38E3683826	PLS	ENSG00000113269.14	-
chr5	180071966	180072315	EH38E3683827	PLS	ENSG00000113269.14	-
chr5	180093640	180093989	EH38E3683852	dELS		
chr5	180094002	180094352	EH38E4391575	dELS		
chr5	180209045	180209371	EH38E3683959	PLS	ENSG00000146090.16	-
chr5	180291772	180291955	EH38E3683994	PLS	ENSG00000050748.18	-
chr5	180291957	180292285	EH38E3683995	PLS	ENSG00000050748.18	-
chr5	180291957	180292285	EH38E3683995	PLS	ENSG00000248367.2	
chr5	180293035	180293375	EH38E3683998	PLS	ENSG00000248367.2	
chr5	180353310	180353641	EH38E4391647	PLS	ENSG00000131459.13	-
chr5	180494153	180494503	EH38E3684123	PLS	ENSG00000113300.13	+
chr5	180494511	180494712	EH38E3684124	PLS	ENSG00000113300.13	+
chr5	180553512	180553861	EH38E2437628	dELS		
chr5	180554993	180555210	EH38E3684153	dELS		
chr5	180555296	180555639	EH38E2437631	dELS		
chr5	180555730	180555949	EH38E2437632	dELS		
chr5	180558260	180558476	EH38E2437635	dELS		
chr5	180594344	180594691	EH38E3684175	dELS		
chr5	180781869	180782216	EH38E2437742	dELS		
chr5	180782817	180783018	EH38E2437743	dELS		
chr5	180802697	180803045	EH38E3684351	PLS	ENSG00000131446.17	-
chr5	180803771	180804121	EH38E3684354	PLS	ENSG00000131446.17	-
chr5	180809817	180810046	EH38E4391767	PLS	ENSG00000131446.17	-
chr5	180810114	180810375	EH38E4391768	PLS	ENSG00000131446.17	-
chr5	180810377	180810599	EH38E4391769	PLS	ENSG00000280161.1	+
chr5	180830558	180830710	EH38E3684390	PLS	ENSG00000278970.3	
chr5	180830781	180831123	EH38E3684391	PLS	ENSG00000245060.8	
chr5	180831438	180831766	EH38E3684393	PLS	ENSG00000245060.8	
chr5	180831438	180831766	EH38E3684393	PLS	ENSG00000278970.3	
chr5	180861223	180861568	EH38E2437834	PLS	ENSG00000196670.14	-
chr5	180873045	180873209	EH38E3684414	dELS		
chr5	180873607	180873890	EH38E3684415	dELS		
chr5	180873917	180874265	EH38E3684416	dELS		
chr5	181027815	181027977	EH38E3684451	dELS		
chr5	181028049	181028395	EH38E3684452	dELS		
chr5	181028694	181029044	EH38E4391810	dELS		
chr5	181045434	181045775	EH38E2437908	dELS		
chr5	181051899	181052143	EH38E4391817	dELS		
chr5	181052655	181052849	EH38E3684467	dELS		
chr5	181052861	181053194	EH38E3684468	dELS		
chr5	181053263	181053526	EH38E3684469	dELS		
chr5	181053761	181054105	EH38E3684470	dELS		
chr5	181100337	181100685	EH38E3684499	PLS	ENSG00000214295.4	-
chr5	181107437	181107688	EH38E4391830	dELS		
chr5	181107704	181108053	EH38E2437939	dELS		
chr5	181133654	181133980	EH38E3684521	dELS		
chr5	181159330	181159617	EH38E3684531	dELS		
chr5	181160463	181160792	EH38E3684534	dELS		
chr5	181161118	181161367	EH38E3684535	dELS		
chr5	181161544	181161891	EH38E3684536	dELS		
chr5	181161891	181162096	EH38E3684537	dELS		
chr5	181163539	181163871	EH38E3684540	dELS		
chr5	181163891	181164058	EH38E3684541	dELS		
chr5	181164083	181164338	EH38E3684542	dELS		
chr5	181164487	181164796	EH38E2437982	dELS		
chr5	181167238	181167587	EH38E3684545	dELS		
chr5	181167830	181168177	EH38E3684546	dELS		
chr5	181168581	181168810	EH38E2437987	dELS		
chr5	181168902	181169081	EH38E4391847	dELS		
chr5	181169445	181169791	EH38E3684548	dELS		
chr5	181169826	181170022	EH38E4391848	dELS		
chr5	181170044	181170248	EH38E4391849	dELS		
chr5	181170264	181170462	EH38E3684550	dELS		
chr5	181173188	181173354	EH38E3684552	dELS		
chr5	181173491	181173768	EH38E3684553	dELS		
chr5	181173772	181174107	EH38E3684554	dELS		
